Date,Country/Region,Province/State,Lat,Long,Confirmed,Recovered,Deaths
2020-01-22,Canada,British Columbia,49.2827,-123.1207,0,,0
2020-01-23,Canada,British Columbia,49.2827,-123.1207,0,,0
2020-01-24,Canada,British Columbia,49.2827,-123.1207,0,,0
2020-01-25,Canada,British Columbia,49.2827,-123.1207,0,,0
2020-01-26,Canada,British Columbia,49.2827,-123.1207,0,,0
2020-01-27,Canada,British Columbia,49.2827,-123.1207,0,,0
2020-01-28,Canada,British Columbia,49.2827,-123.1207,1,,0
2020-01-29,Canada,British Columbia,49.2827,-123.1207,1,,0
2020-01-30,Canada,British Columbia,49.2827,-123.1207,1,,0
2020-01-31,Canada,British Columbia,49.2827,-123.1207,1,,0
2020-02-01,Canada,British Columbia,49.2827,-123.1207,1,,0
2020-02-02,Canada,British Columbia,49.2827,-123.1207,1,,0
2020-02-03,Canada,British Columbia,49.2827,-123.1207,1,,0
2020-02-04,Canada,British Columbia,49.2827,-123.1207,1,,0
2020-02-05,Canada,British Columbia,49.2827,-123.1207,2,,0
2020-02-06,Canada,British Columbia,49.2827,-123.1207,2,,0
2020-02-07,Canada,British Columbia,49.2827,-123.1207,4,,0
2020-02-08,Canada,British Columbia,49.2827,-123.1207,4,,0
2020-02-09,Canada,British Columbia,49.2827,-123.1207,4,,0
2020-02-10,Canada,British Columbia,49.2827,-123.1207,4,,0
2020-02-11,Canada,British Columbia,49.2827,-123.1207,4,,0
2020-02-12,Canada,British Columbia,49.2827,-123.1207,4,,0
2020-02-13,Canada,British Columbia,49.2827,-123.1207,4,,0
2020-02-14,Canada,British Columbia,49.2827,-123.1207,4,,0
2020-02-15,Canada,British Columbia,49.2827,-123.1207,4,,0
2020-02-16,Canada,British Columbia,49.2827,-123.1207,4,,0
2020-02-17,Canada,British Columbia,49.2827,-123.1207,5,,0
2020-02-18,Canada,British Columbia,49.2827,-123.1207,5,,0
2020-02-19,Canada,British Columbia,49.2827,-123.1207,5,,0
2020-02-20,Canada,British Columbia,49.2827,-123.1207,5,,0
2020-02-21,Canada,British Columbia,49.2827,-123.1207,6,,0
2020-02-22,Canada,British Columbia,49.2827,-123.1207,6,,0
2020-02-23,Canada,British Columbia,49.2827,-123.1207,6,,0
2020-02-24,Canada,British Columbia,49.2827,-123.1207,6,,0
2020-02-25,Canada,British Columbia,49.2827,-123.1207,7,,0
2020-02-26,Canada,British Columbia,49.2827,-123.1207,7,,0
2020-02-27,Canada,British Columbia,49.2827,-123.1207,7,,0
2020-02-28,Canada,British Columbia,49.2827,-123.1207,7,,0
2020-02-29,Canada,British Columbia,49.2827,-123.1207,8,,0
2020-03-01,Canada,British Columbia,49.2827,-123.1207,8,,0
2020-03-02,Canada,British Columbia,49.2827,-123.1207,8,,0
2020-03-03,Canada,British Columbia,49.2827,-123.1207,9,,0
2020-03-04,Canada,British Columbia,49.2827,-123.1207,12,,0
2020-03-05,Canada,British Columbia,49.2827,-123.1207,13,,0
2020-03-06,Canada,British Columbia,49.2827,-123.1207,21,,0
2020-03-07,Canada,British Columbia,49.2827,-123.1207,21,,0
2020-03-08,Canada,British Columbia,49.2827,-123.1207,27,,0
2020-03-09,Canada,British Columbia,49.2827,-123.1207,32,,1
2020-03-10,Canada,British Columbia,49.2827,-123.1207,32,,1
2020-03-11,Canada,British Columbia,49.2827,-123.1207,39,,1
2020-03-12,Canada,British Columbia,49.2827,-123.1207,46,,1
2020-03-13,Canada,British Columbia,49.2827,-123.1207,64,,1
2020-03-14,Canada,British Columbia,49.2827,-123.1207,64,,1
2020-03-15,Canada,British Columbia,49.2827,-123.1207,73,,1
2020-03-16,Canada,British Columbia,49.2827,-123.1207,103,,4
2020-03-17,Canada,British Columbia,49.2827,-123.1207,103,,4
2020-03-18,Canada,British Columbia,49.2827,-123.1207,186,,7
2020-03-19,Canada,British Columbia,49.2827,-123.1207,231,,7
2020-03-20,Canada,British Columbia,49.2827,-123.1207,271,,8
2020-03-21,Canada,British Columbia,49.2827,-123.1207,424,,10
2020-03-22,Canada,British Columbia,49.2827,-123.1207,424,,10
2020-03-23,Canada,British Columbia,49.2827,-123.1207,472,,13
2020-03-24,Canada,British Columbia,49.2827,-123.1207,617,,13
2020-03-25,Canada,British Columbia,49.2827,-123.1207,617,,13
2020-03-26,Canada,British Columbia,49.2827,-123.1207,725,,14
2020-03-27,Canada,British Columbia,49.2827,-123.1207,725,,14
2020-03-28,Canada,British Columbia,49.2827,-123.1207,884,,17
2020-03-29,Canada,British Columbia,49.2827,-123.1207,884,,17
2020-03-30,Canada,British Columbia,49.2827,-123.1207,970,,19
2020-03-31,Canada,British Columbia,49.2827,-123.1207,1013,,24
2020-04-01,Canada,British Columbia,49.2827,-123.1207,1013,,24
2020-04-02,Canada,British Columbia,49.2827,-123.1207,1121,,31
2020-04-03,Canada,British Columbia,49.2827,-123.1207,1174,,31
2020-04-04,Canada,British Columbia,49.2827,-123.1207,1203,,38
2020-04-05,Canada,British Columbia,49.2827,-123.1207,1203,,38
2020-04-06,Canada,British Columbia,49.2827,-123.1207,1266,,38
2020-04-07,Canada,British Columbia,49.2827,-123.1207,1266,,39
2020-04-08,Canada,British Columbia,49.2827,-123.1207,1291,,43
2020-04-09,Canada,British Columbia,49.2827,-123.1207,1336,,48
2020-04-10,Canada,British Columbia,49.2827,-123.1207,1370,,50
2020-04-11,Canada,British Columbia,49.2827,-123.1207,1445,,58
2020-04-12,Canada,British Columbia,49.2827,-123.1207,1445,,58
2020-04-13,Canada,British Columbia,49.2827,-123.1207,1490,,69
2020-04-14,Canada,British Columbia,49.2827,-123.1207,1490,,69
2020-04-15,Canada,British Columbia,49.2827,-123.1207,1517,,72
2020-04-16,Canada,British Columbia,49.2827,-123.1207,1561,,75
2020-04-17,Canada,British Columbia,49.2827,-123.1207,1575,,77
2020-04-18,Canada,British Columbia,49.2827,-123.1207,1618,,78
2020-04-19,Canada,British Columbia,49.2827,-123.1207,1647,,81
2020-04-20,Canada,British Columbia,49.2827,-123.1207,1647,,82
2020-04-21,Canada,British Columbia,49.2827,-123.1207,1724,,87
2020-04-22,Canada,British Columbia,49.2827,-123.1207,1795,,90
